COLLEGE_CODE,COLLEGE_NAME,DISTRICT,OC,BC,BCM,MBC,SC,SCA,ST,RECORD_ID,BRANCH_NAME,BRANCH_CODE
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ERODE,159,150,146.5,149,128.5,120,137.5,TNEA2025-00892,AUTOMOBILE ENGINEERING,au
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ERODE,167,158.5,158,158.5,151,156,137.5,TNEA2025-00893,CIVIL ENGINEERING,ce
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ERODE,188.5,185,158,184,173.5,156,154,TNEA2025-00894,COMPUTER SCIENCE AND ENGINEERING,cs
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ERODE,179.5,172.5,177,171.5,153,148,154,TNEA2025-00895,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ERODE,184,181,180.5,180,171,170.5,154,TNEA2025-00896,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ERODE,187.5,181,179,182,176,157.5,154,TNEA2025-00897,INFORMATION TECHNOLOGY,it
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ERODE,165.5,162.5,163,158,143.5,129,147,TNEA2025-00898,MECHANICAL ENGINEERING,me
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,182.5,175,170.5,174.5,173,153,157,TNEA2025-00899,CIVIL ENGINEERING,ce
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,196,194.5,194,195,188.54,186.5,157,TNEA2025-00900,COMPUTER SCIENCE AND ENGINEERING,cs
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,192.5,191,191.5,191,180.57,176.5,157,TNEA2025-00901,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,195.5,194,194,193.5,187,194.5,189.5,TNEA2025-00902,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,190.5,188,183.5,189,173.5,157.5,160,TNEA2025-00903,ELECTRONICS AND INSTRUMENTATION ENGINEERING,ei
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,179.5,173.5,168,169,157,152,175.5,TNEA2025-00904,INDUSTRIAL BIO TECHNOLOGY,ib
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,195,193.5,193,193,186.5,182,190.5,TNEA2025-00905,INFORMATION TECHNOLOGY,it
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,186,182,179,179,168.5,158,190.5,TNEA2025-00906,MECHANICAL ENGINEERING,me
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COIMBATORE,178.5,172,172.5,168.5,157.5,155.5,176,TNEA2025-00907,PRODUCTION ENGINEERING,pr
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi -628005.",THOOTHUKUDI,141.5,96.5,96,87.5,114.5,Not Available,112.5,TNEA2025-00908,Artificial Intelligence and Data Science,ad
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi -628005.",THOOTHUKUDI,93,96.5,96,87.5,114.5,Not Available,112.5,TNEA2025-00909,CIVIL ENGINEERING,ce
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi -628005.",THOOTHUKUDI,145.5,103,138,98.5,125,Not Available,112.5,TNEA2025-00910,COMPUTER SCIENCE AND ENGINEERING,cs
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi -628005.",THOOTHUKUDI,96,103,138,98.5,125,Not Available,112.5,TNEA2025-00911,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi -628005.",THOOTHUKUDI,126,101.5,138,89,100.5,Not Available,112.5,TNEA2025-00912,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi -628005.",THOOTHUKUDI,96.5,101.5,138,89,100.5,Not Available,112.5,TNEA2025-00913,MECHANICAL ENGINEERING,me
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,167.5,156,149,142.5,121,154.5,118,TNEA2025-00914,AERONAUTICAL ENGINEERING,ae
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,137,102,112,89,108.5,130,118,TNEA2025-00915,AGRICULTURAL ENGINEERING,ag
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,130,91.5,83.5,100.5,102,124,118,TNEA2025-00916,AUTOMOBILE ENGINEERING,au
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,183,165.5,153.5,165,140,125,123,TNEA2025-00917,Artificial Intelligence and Machine Learning,al
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,154.5,138.5,143,114.5,105.5,105.5,123,TNEA2025-00918,BIO MEDICAL ENGINEERING,bm
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,155,136,142,121.5,117.5,105.5,123,TNEA2025-00919,CHEMICAL ENGINEERING,ch
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,146.5,107.5,119.5,111,110.5,105.5,123,TNEA2025-00920,CIVIL ENGINEERING,ce
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,173.5,165,158.5,161.5,134,126.5,132,TNEA2025-00921,COMPUTER SCIENCE AND ENGINEERING,cs
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,168.5,162.75,151.5,158,132.5,146.5,132,TNEA2025-00922,Computer Science and Engineering (Cyber Security),sc
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,157,149,151.5,145.5,111,146.5,132,TNEA2025-00923,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,166.5,158,155.5,158.5,131.5,130.5,117.5,TNEA2025-00924,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,152,149.5,155.5,141.5,93.5,130.5,117.5,TNEA2025-00925,ELECTRONICS AND INSTRUMENTATION ENGINEERING,ei
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,134.5,81,155.5,90.5,125.5,130.5,117.5,TNEA2025-00926,FOOD TECHNOLOGY,fd
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,180,164,157.5,159.5,125.5,104.5,117.5,TNEA2025-00927,INFORMATION TECHNOLOGY,it
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,142,124.5,117.5,105.5,107.5,108,117.5,TNEA2025-00928,MECHANICAL ENGINEERING,me
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",COIMBATORE,145.5,134,133,115,83.5,100,117.5,TNEA2025-00929,Mechatronics Engineering,mz
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",COIMBATORE,151,138.5,144,137.5,139,108,126.5,TNEA2025-00930,AERONAUTICAL ENGINEERING,ae
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",COIMBATORE,179,165.5,161.5,159.38,130,108,126.5,TNEA2025-00931,Artificial Intelligence and Data Science,ad
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",COIMBATORE,177.5,161.5,176,157.5,120.5,123.5,126.5,TNEA2025-00932,COMPUTER SCIENCE AND ENGINEERING,cs
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",COIMBATORE,163,153.5,156,148.5,89.5,89,135,TNEA2025-00933,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",COIMBATORE,175.5,158.5,151.5,157,122.5,116,135,TNEA2025-00934,INFORMATION TECHNOLOGY,it
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",COIMBATORE,133.5,118,123,111,84,116,105.5,TNEA2025-00935,MECHANICAL ENGINEERING,me
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",THOOTHUKUDI,145,85.5,134,101,83,119,Not Available,TNEA2025-00936,Artificial Intelligence and Data Science,ad
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",THOOTHUKUDI,131,81.5,96,93,117,119,Not Available,TNEA2025-00937,BIO MEDICAL ENGINEERING,bm
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",THOOTHUKUDI,128,82.5,84.5,107.5,104.5,119,Not Available,TNEA2025-00938,COMPUTER SCIENCE AND ENGINEERING,cs
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",THOOTHUKUDI,84.5,82.5,84.5,107.5,104.5,119,Not Available,TNEA2025-00939,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",THOOTHUKUDI,122,93,103.5,83,104.5,94,Not Available,TNEA2025-00940,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",THOOTHUKUDI,105.5,88,103.5,83,96,94,Not Available,TNEA2025-00941,INFORMATION TECHNOLOGY,it
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",THOOTHUKUDI,86.5,82,103.5,83,96,94,Not Available,TNEA2025-00942,MECHANICAL ENGINEERING,me
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,158.5,131,128.5,144,112.5,Not Available,122.5,TNEA2025-00943,Artificial Intelligence and Data Science,ad
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,152,125.5,136,138,104.5,Not Available,122.5,TNEA2025-00944,Artificial Intelligence and Machine Learning,al
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,167,139,144.5,144.5,107,Not Available,122.5,TNEA2025-00945,COMPUTER SCIENCE AND ENGINEERING,cs
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,146,121.5,134.5,137,90,Not Available,122.5,TNEA2025-00946,Computer Science and Engineering (Cyber Security),sc
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,133,103,134.5,124.5,96.5,Not Available,122.5,TNEA2025-00947,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,147,113,99,139,107,Not Available,108,TNEA2025-00948,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,154.5,130.5,139,142.5,104,Not Available,108,TNEA2025-00949,INFORMATION TECHNOLOGY,it
1408,"IFET College of Engineering (Autonomous), IFET Nagar, Gangarampalayam, Valavanur Post, Villupuram District-605108.",VILUPPURAM,118,87,87,101,101.5,Not Available,108,TNEA2025-00950,MECHANICAL ENGINEERING,me
1605,"Idhaya Engineering College for Women, Nainarpalayam Road, Chinna Salem, Villupuram District.-606201.",KALLAKURICHI,123.5,88,113.5,90.5,96,119,Not Available,TNEA2025-00951,COMPUTER SCIENCE AND ENGINEERING,cs
1605,"Idhaya Engineering College for Women, Nainarpalayam Road, Chinna Salem, Villupuram District.-606201.",KALLAKURICHI,135,88,113.5,90.5,96,119,Not Available,TNEA2025-00952,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1605,"Idhaya Engineering College for Women, Nainarpalayam Road, Chinna Salem, Villupuram District.-606201.",KALLAKURICHI,86.5,88,113.5,90.5,85.5,119,Not Available,TNEA2025-00953,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1605,"Idhaya Engineering College for Women, Nainarpalayam Road, Chinna Salem, Villupuram District.-606201.",KALLAKURICHI,130.5,95,121.5,103,111,119,Not Available,TNEA2025-00954,INFORMATION TECHNOLOGY,it
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",TIRUCHIRAPPALLI,114,91.5,109,106.5,91.5,103,Not Available,TNEA2025-00955,Artificial Intelligence and Data Science,ad
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",TIRUCHIRAPPALLI,117.5,95.5,109,104.5,91.5,97.5,Not Available,TNEA2025-00956,COMPUTER SCIENCE AND ENGINEERING,cs
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",TIRUCHIRAPPALLI,92.5,95.5,87.5,86,91.5,97.5,Not Available,TNEA2025-00957,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",TIRUCHIRAPPALLI,101,82,87.5,86,91.5,97.5,Not Available,TNEA2025-00958,Computer Science and Engineering (Cyber Security),sc
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",TIRUCHIRAPPALLI,84,82,87.5,86,91.5,97.5,Not Available,TNEA2025-00959,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",TIRUCHIRAPPALLI,83,82,87.5,86,91.5,97.5,Not Available,TNEA2025-00960,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",TIRUCHIRAPPALLI,80,82,87.5,86,91.5,97.5,Not Available,TNEA2025-00961,MECHANICAL ENGINEERING,me
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,181.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00962,AERONAUTICAL ENGINEERING,ae
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,181.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00963,AGRICULTURAL ENGINEERING,ag
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,181.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00964,Artificial Intelligence and Data Science,ad
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,181.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00965,BIO MEDICAL ENGINEERING,bm
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,181.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00966,CIVIL ENGINEERING,ce
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,93,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00967,COMPUTER SCIENCE AND ENGINEERING,cs
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,93,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00968,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,93,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00969,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,109.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00970,INFORMATION TECHNOLOGY,it
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,109.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00971,MECHANICAL ENGINEERING,me
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",KANNIYAKUMARI,109.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00972,ROBOTICS AND AUTOMATION,rm
2343,Indian Institute of Handloom Technology Foulke's Compound Thillai Nagar Salem District 636001,SALEM,163.5,157,158,152.5,139,135,116.5,TNEA2025-00973,HANDLOOM AND TEXTILE TECHNOLOGY,ht
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",TIRUVALLUR,97,Not Available,Not Available,93,80.5,Not Available,Not Available,TNEA2025-00974,Artificial Intelligence and Data Science,ad
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",TIRUVALLUR,97,Not Available,Not Available,93,80.5,Not Available,Not Available,TNEA2025-00975,CIVIL ENGINEERING,ce
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",TIRUVALLUR,102,Not Available,Not Available,93,80.5,Not Available,Not Available,TNEA2025-00976,COMPUTER SCIENCE AND ENGINEERING,cs
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",TIRUVALLUR,83,Not Available,Not Available,93,80.5,Not Available,Not Available,TNEA2025-00977,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",TIRUVALLUR,105,Not Available,Not Available,93,80.5,Not Available,Not Available,TNEA2025-00978,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",TIRUVALLUR,105,Not Available,Not Available,93,80.5,Not Available,Not Available,TNEA2025-00979,MECHANICAL ENGINEERING,me
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,96.5,103.5,114,97,101,Not Available,Not Available,TNEA2025-00980,AGRICULTURAL ENGINEERING,ag
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,129.5,103.5,114,97,101,Not Available,Not Available,TNEA2025-00981,Artificial Intelligence and Data Science,ad
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,97,103.5,114,97,101,Not Available,Not Available,TNEA2025-00982,BIO MEDICAL ENGINEERING,bm
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,109,89,103.5,83.5,81,Not Available,Not Available,TNEA2025-00983,COMPUTER SCIENCE AND ENGINEERING,cs
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,109,89,103.5,83.5,81,Not Available,Not Available,TNEA2025-00984,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,89,89,103.5,83.5,81,Not Available,Not Available,TNEA2025-00985,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,81.5,89,103.5,83.5,81,Not Available,Not Available,TNEA2025-00986,INFORMATION TECHNOLOGY,it
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",TIRUCHIRAPPALLI,100,89,103.5,83.5,81,Not Available,Not Available,TNEA2025-00987,MECHANICAL ENGINEERING,me
4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",THOOTHUKUDI,94,95,Not Available,85,89.5,Not Available,Not Available,TNEA2025-00988,AERONAUTICAL ENGINEERING,ae
4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",THOOTHUKUDI,85,95,Not Available,85,89.5,Not Available,Not Available,TNEA2025-00989,AGRICULTURAL ENGINEERING,ag
4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",THOOTHUKUDI,102.5,95,Not Available,85,89.5,Not Available,Not Available,TNEA2025-00990,COMPUTER SCIENCE AND ENGINEERING,cs
4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",THOOTHUKUDI,113,95,Not Available,85,89.5,Not Available,Not Available,TNEA2025-00991,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",THOOTHUKUDI,102.5,95,Not Available,85,89.5,Not Available,Not Available,TNEA2025-00992,MECHANICAL ENGINEERING,me
2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",COIMBATORE,132,100,111.5,105.5,98,107.5,Not Available,TNEA2025-00993,Artificial Intelligence and Data Science,ad
2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",COIMBATORE,111,91,89,81.5,98,106.5,Not Available,TNEA2025-00994,COMPUTER SCIENCE AND ENGINEERING,cs
2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",COIMBATORE,100,95.5,89,81.5,90.5,106.5,Not Available,TNEA2025-00995,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",COIMBATORE,107.5,83.5,89,105,90.5,101,Not Available,TNEA2025-00996,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",COIMBATORE,114.5,85.5,89,93,104,94,Not Available,TNEA2025-00997,INFORMATION TECHNOLOGY,it
2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",COIMBATORE,100,85.5,89,93,104,94,Not Available,TNEA2025-00998,MECHANICAL ENGINEERING,me
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,110.5,127,121.5,101.5,100.5,107.5,Not Available,TNEA2025-00999,AERONAUTICAL ENGINEERING,ae
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,142.5,127,121.5,96.5,100.5,107.5,Not Available,TNEA2025-01000,Artificial Intelligence and Data Science,ad
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,106.5,94.5,121.5,83,91.5,107.5,Not Available,TNEA2025-01001,CIVIL ENGINEERING,ce
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,148,134.5,138.5,106,103.5,107.5,Not Available,TNEA2025-01002,COMPUTER SCIENCE AND ENGINEERING,cs
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,140,123,136,115,103.5,107.5,Not Available,TNEA2025-01003,Computer Science and Engineering (Cyber Security),sc
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,129.5,92,124,92,112,107.5,Not Available,TNEA2025-01004,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
